Date,Day,Country,Type,Value,TotalValue
6/18/2014,88,Liberia,Cases,0,35
6/18/2014,88,Liberia,Deaths,0,24
6/18/2014,88,SierraLeone,Cases,39,136
6/18/2014,88,SierraLeone,Deaths,0,49
6/18/2014,88,Nigeria,Cases,0,0
6/18/2014,88,Nigeria,Deaths,0,0
6/18/2014,88,Senegal,Cases,0,0
6/18/2014,88,Senegal,Deaths,0,0
6/18/2014,88,UnitedStates,Cases,0,0
6/18/2014,88,UnitedStates,Deaths,0,0
6/18/2014,88,Spain,Cases,0,0
6/18/2014,88,Spain,Deaths,0,0
6/18/2014,88,Mali,Cases,0,0
6/18/2014,88,Mali,Deaths,0,0
6/19/2014,89,Guinea,Cases,0,398
6/19/2014,89,Guinea,Deaths,0,267
6/19/2014,89,Liberia,Cases,6,41
6/19/2014,89,Liberia,Deaths,1,25
6/19/2014,89,SierraLeone,Cases,0,136
6/19/2014,89,SierraLeone,Deaths,0,49
6/19/2014,89,Nigeria,Cases,0,0
6/19/2014,89,Nigeria,Deaths,0,0
6/19/2014,89,Senegal,Cases,0,0
6/19/2014,89,Senegal,Deaths,0,0
6/19/2014,89,UnitedStates,Cases,0,0
6/19/2014,89,UnitedStates,Deaths,0,0
6/19/2014,89,Spain,Cases,0,0
6/19/2014,89,Spain,Deaths,0,0
6/19/2014,89,Mali,Cases,0,0
6/19/2014,89,Mali,Deaths,0,0
6/20/2014,90,Guinea,Cases,0,398
6/20/2014,90,Guinea,Deaths,3,270
6/20/2014,90,Liberia,Cases,0,41
6/20/2014,90,Liberia,Deaths,0,25
6/20/2014,90,SierraLeone,Cases,22,158
6/20/2014,90,SierraLeone,Deaths,0,49
6/20/2014,90,Nigeria,Cases,0,0
6/20/2014,90,Nigeria,Deaths,0,0
6/20/2014,90,Senegal,Cases,0,0
6/20/2014,90,Senegal,Deaths,0,0
6/20/2014,90,UnitedStates,Cases,0,0
6/20/2014,90,UnitedStates,Deaths,0,0
6/20/2014,90,Spain,Cases,0,0
6/20/2014,90,Spain,Deaths,0,0
6/20/2014,90,Mali,Cases,0,0
6/20/2014,90,Mali,Deaths,0,0
6/22/2014,92,Guinea,Cases,0,398
6/22/2014,92,Guinea,Deaths,0,270
6/22/2014,92,Liberia,Cases,10,51
6/22/2014,92,Liberia,Deaths,9,34
6/22/2014,92,SierraLeone,Cases,0,158
6/22/2014,92,SierraLeone,Deaths,0,49
6/22/2014,92,Nigeria,Cases,0,0
6/22/2014,92,Nigeria,Deaths,0,0
6/22/2014,92,Senegal,Cases,0,0
6/22/2014,92,Senegal,Deaths,0,0
6/22/2014,92,UnitedStates,Cases,0,0
6/22/2014,92,UnitedStates,Deaths,0,0
6/22/2014,92,Spain,Cases,0,0
6/22/2014,92,Spain,Deaths,0,0
6/22/2014,92,Mali,Cases,0,0
6/22/2014,92,Mali,Deaths,0,0
6/30/2014,100,Guinea,Cases,15,413
6/30/2014,100,Guinea,Deaths,33,303
6/30/2014,100,Liberia,Cases,56,107
6/30/2014,100,Liberia,Deaths,31,65
6/30/2014,100,SierraLeone,Cases,81,239
6/30/2014,100,SierraLeone,Deaths,50,99
6/30/2014,100,Nigeria,Cases,0,0
6/30/2014,100,Nigeria,Deaths,0,0
6/30/2014,100,Senegal,Cases,0,0
6/30/2014,100,Senegal,Deaths,0,0
6/30/2014,100,UnitedStates,Cases,0,0
6/30/2014,100,UnitedStates,Deaths,0,0
6/30/2014,100,Spain,Cases,0,0
6/30/2014,100,Spain,Deaths,0,0
6/30/2014,100,Mali,Cases,0,0
6/30/2014,100,Mali,Deaths,0,0
7/2/2014,102,Guinea,Cases,0,413
7/2/2014,102,Guinea,Deaths,2,305
7/2/2014,102,Liberia,Cases,8,115
7/2/2014,102,Liberia,Deaths,10,75
7/2/2014,102,SierraLeone,Cases,13,252
7/2/2014,102,SierraLeone,Deaths,2,101
7/2/2014,102,Nigeria,Cases,0,0
7/2/2014,102,Nigeria,Deaths,0,0
7/2/2014,102,Senegal,Cases,0,0
7/2/2014,102,Senegal,Deaths,0,0
7/2/2014,102,UnitedStates,Cases,0,0
7/2/2014,102,UnitedStates,Deaths,0,0
7/2/2014,102,Spain,Cases,0,0
7/2/2014,102,Spain,Deaths,0,0
7/2/2014,102,Mali,Cases,0,0
7/2/2014,102,Mali,Deaths,0,0
7/6/2014,106,Guinea,Cases,0,413
7/6/2014,106,Guinea,Deaths,2,307
7/6/2014,106,Liberia,Cases,16,131
7/6/2014,106,Liberia,Deaths,9,84
7/6/2014,106,SierraLeone,Cases,53,305
7/6/2014,106,SierraLeone,Deaths,26,127
7/6/2014,106,Nigeria,Cases,0,0
7/6/2014,106,Nigeria,Deaths,0,0
7/6/2014,106,Senegal,Cases,0,0
7/6/2014,106,Senegal,Deaths,0,0
7/6/2014,106,UnitedStates,Cases,0,0
7/6/2014,106,UnitedStates,Deaths,0,0
7/6/2014,106,Spain,Cases,0,0
7/6/2014,106,Spain,Deaths,0,0
7/6/2014,106,Mali,Cases,0,0
7/6/2014,106,Mali,Deaths,0,0
7/8/2014,108,Guinea,Cases,0,413
7/8/2014,108,Guinea,Deaths,2,309
7/8/2014,108,Liberia,Cases,11,142
7/8/2014,108,Liberia,Deaths,4,88
7/8/2014,108,SierraLeone,Cases,32,337
7/8/2014,108,SierraLeone,Deaths,15,142
7/8/2014,108,Nigeria,Cases,0,0
7/8/2014,108,Nigeria,Deaths,0,0
7/8/2014,108,Senegal,Cases,0,0
7/8/2014,108,Senegal,Deaths,0,0
7/8/2014,108,UnitedStates,Cases,0,0
7/8/2014,108,UnitedStates,Deaths,0,0
7/8/2014,108,Spain,Cases,0,0
7/8/2014,108,Spain,Deaths,0,0
7/8/2014,108,Mali,Cases,0,0
7/8/2014,108,Mali,Deaths,0,0
7/12/2014,112,Guinea,Cases,0,413
7/12/2014,112,Guinea,Deaths,0,309
7/12/2014,112,Liberia,Cases,30,172
7/12/2014,112,Liberia,Deaths,17,105
7/12/2014,112,SierraLeone,Cases,49,386
7/12/2014,112,SierraLeone,Deaths,52,194
7/12/2014,112,Nigeria,Cases,0,0
7/12/2014,112,Nigeria,Deaths,0,0
7/12/2014,112,Senegal,Cases,0,0
7/12/2014,112,Senegal,Deaths,0,0
7/12/2014,112,UnitedStates,Cases,0,0
7/12/2014,112,UnitedStates,Deaths,0,0
7/12/2014,112,Spain,Cases,0,0
7/12/2014,112,Spain,Deaths,0,0
7/12/2014,112,Mali,Cases,0,0
7/12/2014,112,Mali,Deaths,0,0
7/14/2014,114,Guinea,Cases,0,413
7/14/2014,114,Guinea,Deaths,1,310
7/14/2014,114,Liberia,Cases,2,174
7/14/2014,114,Liberia,Deaths,1,106
7/14/2014,114,SierraLeone,Cases,11,397
7/14/2014,114,SierraLeone,Deaths,3,197
7/14/2014,114,Nigeria,Cases,0,0
7/14/2014,114,Nigeria,Deaths,0,0
7/14/2014,114,Senegal,Cases,0,0
7/14/2014,114,Senegal,Deaths,0,0
7/14/2014,114,UnitedStates,Cases,0,0
7/14/2014,114,UnitedStates,Deaths,0,0
7/14/2014,114,Spain,Cases,0,0
7/14/2014,114,Spain,Deaths,0,0
7/14/2014,114,Mali,Cases,0,0
7/14/2014,114,Mali,Deaths,0,0
7/17/2014,117,Guinea,Cases,0,413
7/17/2014,117,Guinea,Deaths,0,310
7/17/2014,117,Liberia,Cases,22,196
7/17/2014,117,Liberia,Deaths,10,116
7/17/2014,117,SierraLeone,Cases,45,442
7/17/2014,117,SierraLeone,Deaths,9,206
7/17/2014,117,Nigeria,Cases,0,0
7/17/2014,117,Nigeria,Deaths,0,0
7/17/2014,117,Senegal,Cases,0,0
7/17/2014,117,Senegal,Deaths,0,0
7/17/2014,117,UnitedStates,Cases,0,0
7/17/2014,117,UnitedStates,Deaths,0,0
7/17/2014,117,Spain,Cases,0,0
7/17/2014,117,Spain,Deaths,0,0
7/17/2014,117,Mali,Cases,0,0
7/17/2014,117,Mali,Deaths,0,0
7/20/2014,120,Guinea,Cases,2,415
7/20/2014,120,Guinea,Deaths,4,314
7/20/2014,120,Liberia,Cases,28,224
7/20/2014,120,Liberia,Deaths,11,127
7/20/2014,120,SierraLeone,Cases,12,454
7/20/2014,120,SierraLeone,Deaths,13,219
7/20/2014,120,Nigeria,Cases,0,0
7/20/2014,120,Nigeria,Deaths,0,0
7/20/2014,120,Senegal,Cases,0,0
7/20/2014,120,Senegal,Deaths,0,0
7/20/2014,120,UnitedStates,Cases,0,0
7/20/2014,120,UnitedStates,Deaths,0,0
7/20/2014,120,Spain,Cases,0,0
7/20/2014,120,Spain,Deaths,0,0
7/20/2014,120,Mali,Cases,0,0
7/20/2014,120,Mali,Deaths,0,0
7/23/2014,123,Guinea,Cases,12,427
7/23/2014,123,Guinea,Deaths,5,319
7/23/2014,123,Liberia,Cases,25,249
7/23/2014,123,Liberia,Deaths,2,129
7/23/2014,123,SierraLeone,Cases,71,525
7/23/2014,123,SierraLeone,Deaths,5,224
7/23/2014,123,Nigeria,Cases,0,0
7/23/2014,123,Nigeria,Deaths,0,0
7/23/2014,123,Senegal,Cases,0,0
7/23/2014,123,Senegal,Deaths,0,0
7/23/2014,123,UnitedStates,Cases,0,0
7/23/2014,123,UnitedStates,Deaths,0,0
7/23/2014,123,Spain,Cases,0,0
7/23/2014,123,Spain,Deaths,0,0
7/23/2014,123,Mali,Cases,0,0
7/23/2014,123,Mali,Deaths,0,0
7/27/2014,126,Guinea,Cases,33,460
7/27/2014,126,Guinea,Deaths,20,339
7/27/2014,126,Liberia,Cases,80,329
7/27/2014,126,Liberia,Deaths,27,156
7/27/2014,126,SierraLeone,Cases,8,533
7/27/2014,126,SierraLeone,Deaths,9,233
7/27/2014,126,Nigeria,Cases,1,1
7/27/2014,126,Nigeria,Deaths,1,1
7/27/2014,126,Senegal,Cases,0,0
7/27/2014,126,Senegal,Deaths,0,0
7/27/2014,126,UnitedStates,Cases,0,0
7/27/2014,126,UnitedStates,Deaths,0,0
7/27/2014,126,Spain,Cases,0,0
7/27/2014,126,Spain,Deaths,0,0
7/27/2014,126,Mali,Cases,0,0
7/27/2014,126,Mali,Deaths,0,0
7/30/2014,129,Guinea,Cases,12,472
7/30/2014,129,Guinea,Deaths,7,346
7/30/2014,129,Liberia,Cases,62,391
7/30/2014,129,Liberia,Deaths,71,227
7/30/2014,129,SierraLeone,Cases,41,574
7/30/2014,129,SierraLeone,Deaths,19,252
7/30/2014,129,Nigeria,Cases,2,3
7/30/2014,129,Nigeria,Deaths,0,1
7/30/2014,129,Senegal,Cases,0,0
7/30/2014,129,Senegal,Deaths,0,0
7/30/2014,129,UnitedStates,Cases,0,0
7/30/2014,129,UnitedStates,Deaths,0,0
7/30/2014,129,Spain,Cases,0,0
7/30/2014,129,Spain,Deaths,0,0
7/30/2014,129,Mali,Cases,0,0
7/30/2014,129,Mali,Deaths,0,0
8/1/2014,132,Guinea,Cases,13,485
8/1/2014,132,Guinea,Deaths,12,358
8/1/2014,132,Liberia,Cases,77,468
8/1/2014,132,Liberia,Deaths,28,255
8/1/2014,132,SierraLeone,Cases,72,646
8/1/2014,132,SierraLeone,Deaths,21,273
8/1/2014,132,Nigeria,Cases,1,4
8/1/2014,132,Nigeria,Deaths,0,1
8/1/2014,132,Senegal,Cases,0,0
8/1/2014,132,Senegal,Deaths,0,0
8/1/2014,132,UnitedStates,Cases,0,0
8/1/2014,132,UnitedStates,Deaths,0,0
8/1/2014,132,Spain,Cases,0,0
8/1/2014,132,Spain,Deaths,0,0
8/1/2014,132,Mali,Cases,0,0
8/1/2014,132,Mali,Deaths,0,0
8/4/2014,135,Guinea,Cases,10,495
8/4/2014,135,Guinea,Deaths,5,363
8/4/2014,135,Liberia,Cases,48,516
8/4/2014,135,Liberia,Deaths,27,282
8/4/2014,135,SierraLeone,Cases,45,691
8/4/2014,135,SierraLeone,Deaths,13,286
8/4/2014,135,Nigeria,Cases,5,9
8/4/2014,135,Nigeria,Deaths,0,1
8/4/2014,135,Senegal,Cases,0,0
8/4/2014,135,Senegal,Deaths,0,0
8/4/2014,135,UnitedStates,Cases,0,0
8/4/2014,135,UnitedStates,Deaths,0,0
8/4/2014,135,Spain,Cases,0,0
8/4/2014,135,Spain,Deaths,0,0
8/4/2014,135,Mali,Cases,0,0
8/4/2014,135,Mali,Deaths,0,0
8/6/2014,137,Guinea,Cases,0,495
8/6/2014,137,Guinea,Deaths,4,367
8/6/2014,137,Liberia,Cases,38,554
8/6/2014,137,Liberia,Deaths,12,294
8/6/2014,137,SierraLeone,Cases,26,717
8/6/2014,137,SierraLeone,Deaths,12,298
8/6/2014,137,Nigeria,Cases,4,13
8/6/2014,137,Nigeria,Deaths,1,2
8/6/2014,137,Senegal,Cases,0,0
8/6/2014,137,Senegal,Deaths,0,0
8/6/2014,137,UnitedStates,Cases,0,0
8/6/2014,137,UnitedStates,Deaths,0,0
8/6/2014,137,Spain,Cases,0,0
8/6/2014,137,Spain,Deaths,0,0
8/6/2014,137,Mali,Cases,0,0
8/6/2014,137,Mali,Deaths,0,0
8/9/2014,140,Guinea,Cases,11,506
8/9/2014,140,Guinea,Deaths,6,373
8/9/2014,140,Liberia,Cases,45,599
8/9/2014,140,Liberia,Deaths,29,323
8/9/2014,140,SierraLeone,Cases,13,730
8/9/2014,140,SierraLeone,Deaths,17,315
8/9/2014,140,Nigeria,Cases,0,13
8/9/2014,140,Nigeria,Deaths,0,2
8/9/2014,140,Senegal,Cases,0,0
8/9/2014,140,Senegal,Deaths,0,0
8/9/2014,140,UnitedStates,Cases,0,0
8/9/2014,140,UnitedStates,Deaths,0,0
8/9/2014,140,Spain,Cases,0,0
8/9/2014,140,Spain,Deaths,0,0
8/9/2014,140,Mali,Cases,0,0
8/9/2014,140,Mali,Deaths,0,0
8/11/2014,142,Guinea,Cases,4,510
8/11/2014,142,Guinea,Deaths,4,377
8/11/2014,142,Liberia,Cases,71,670
8/11/2014,142,Liberia,Deaths,32,355
8/11/2014,142,SierraLeone,Cases,53,783
8/11/2014,142,SierraLeone,Deaths,19,334
8/11/2014,142,Nigeria,Cases,0,13
8/11/2014,142,Nigeria,Deaths,1,3
8/11/2014,142,Senegal,Cases,0,0
8/11/2014,142,Senegal,Deaths,0,0
8/11/2014,142,UnitedStates,Cases,0,0
8/11/2014,142,UnitedStates,Deaths,0,0
8/11/2014,142,Spain,Cases,0,0
8/11/2014,142,Spain,Deaths,0,0
8/11/2014,142,Mali,Cases,0,0
8/11/2014,142,Mali,Deaths,0,0
8/13/2014,144,Guinea,Cases,9,519
8/13/2014,144,Guinea,Deaths,3,380
8/13/2014,144,Liberia,Cases,116,786
8/13/2014,144,Liberia,Deaths,58,413
8/13/2014,144,SierraLeone,Cases,27,810
8/13/2014,144,SierraLeone,Deaths,14,348
8/13/2014,144,Nigeria,Cases,0,13
8/13/2014,144,Nigeria,Deaths,1,4
8/13/2014,144,Senegal,Cases,0,0
8/13/2014,144,Senegal,Deaths,0,0
8/13/2014,144,UnitedStates,Cases,0,0
8/13/2014,144,UnitedStates,Deaths,0,0
8/13/2014,144,Spain,Cases,0,0
8/13/2014,144,Spain,Deaths,0,0
8/13/2014,144,Mali,Cases,0,0
8/13/2014,144,Mali,Deaths,0,0
8/16/2014,147,Guinea,Cases,24,543
8/16/2014,147,Guinea,Deaths,14,394
8/16/2014,147,Liberia,Cases,48,834
8/16/2014,147,Liberia,Deaths,53,466
8/16/2014,147,SierraLeone,Cases,38,848
8/16/2014,147,SierraLeone,Deaths,17,365
8/16/2014,147,Nigeria,Cases,2,15
8/16/2014,147,Nigeria,Deaths,0,4
8/16/2014,147,Senegal,Cases,0,0
8/16/2014,147,Senegal,Deaths,0,0
8/16/2014,147,UnitedStates,Cases,0,0
8/16/2014,147,UnitedStates,Deaths,0,0
8/16/2014,147,Spain,Cases,0,0
8/16/2014,147,Spain,Deaths,0,0
8/16/2014,147,Mali,Cases,0,0
8/16/2014,147,Mali,Deaths,0,0
8/18/2014,149,Guinea,Cases,36,579
8/18/2014,149,Guinea,Deaths,2,396
8/18/2014,149,Liberia,Cases,138,972
8/18/2014,149,Liberia,Deaths,110,576
8/18/2014,149,SierraLeone,Cases,59,907
8/18/2014,149,SierraLeone,Deaths,9,374
8/18/2014,149,Nigeria,Cases,0,15
8/18/2014,149,Nigeria,Deaths,0,4
8/18/2014,149,Senegal,Cases,0,0
8/18/2014,149,Senegal,Deaths,0,0
8/18/2014,149,UnitedStates,Cases,0,0
8/18/2014,149,UnitedStates,Deaths,0,0
8/18/2014,149,Spain,Cases,0,0
8/18/2014,149,Spain,Deaths,0,0
8/18/2014,149,Mali,Cases,0,0
8/18/2014,149,Mali,Deaths,0,0
8/20/2014,151,Guinea,Cases,28,607
8/20/2014,151,Guinea,Deaths,10,406
8/20/2014,151,Liberia,Cases,110,1082
8/20/2014,151,Liberia,Deaths,48,624
8/20/2014,151,SierraLeone,Cases,3,910
8/20/2014,151,SierraLeone,Deaths,18,392
8/20/2014,151,Nigeria,Cases,1,16
8/20/2014,151,Nigeria,Deaths,1,5
8/20/2014,151,Senegal,Cases,0,0
8/20/2014,151,Senegal,Deaths,0,0
8/20/2014,151,UnitedStates,Cases,0,0
8/20/2014,151,UnitedStates,Deaths,0,0
8/20/2014,151,Spain,Cases,0,0
8/20/2014,151,Spain,Deaths,0,0
8/20/2014,151,Mali,Cases,0,0
8/20/2014,151,Mali,Deaths,0,0
8/26/2014,157,Guinea,Cases,41,648
8/26/2014,157,Guinea,Deaths,24,430
8/26/2014,157,Liberia,Cases,296,1378
8/26/2014,157,Liberia,Deaths,70,694
8/26/2014,157,SierraLeone,Cases,116,1026
8/26/2014,157,SierraLeone,Deaths,30,422
8/26/2014,157,Nigeria,Cases,1,17
8/26/2014,157,Nigeria,Deaths,1,6
8/26/2014,157,Senegal,Cases,0,0
8/26/2014,157,Senegal,Deaths,0,0
8/26/2014,157,UnitedStates,Cases,0,0
8/26/2014,157,UnitedStates,Deaths,0,0
8/26/2014,157,Spain,Cases,0,0
8/26/2014,157,Spain,Deaths,0,0
8/26/2014,157,Mali,Cases,0,0
8/26/2014,157,Mali,Deaths,0,0
8/31/2014,162,Guinea,Cases,123,771
8/31/2014,162,Guinea,Deaths,64,494
8/31/2014,162,Liberia,Cases,320,1698
8/31/2014,162,Liberia,Deaths,177,871
8/31/2014,162,SierraLeone,Cases,190,1216
8/31/2014,162,SierraLeone,Deaths,54,476
8/31/2014,162,Nigeria,Cases,4,21
8/31/2014,162,Nigeria,Deaths,1,7
8/31/2014,162,Senegal,Cases,1,1
8/31/2014,162,Senegal,Deaths,0,0
8/31/2014,162,UnitedStates,Cases,0,0
8/31/2014,162,UnitedStates,Deaths,0,0
8/31/2014,162,Spain,Cases,0,0
8/31/2014,162,Spain,Deaths,0,0
8/31/2014,162,Mali,Cases,0,0
8/31/2014,162,Mali,Deaths,0,0
9/5/2014,167,Guinea,Cases,41,812
9/5/2014,167,Guinea,Deaths,23,517
9/5/2014,167,Liberia,Cases,173,1871
9/5/2014,167,Liberia,Deaths,218,1089
9/5/2014,167,SierraLeone,Cases,45,1261
9/5/2014,167,SierraLeone,Deaths,15,491
9/5/2014,167,Nigeria,Cases,1,22
9/5/2014,167,Nigeria,Deaths,1,8
9/5/2014,167,Senegal,Cases,0,1
9/5/2014,167,Senegal,Deaths,0,0
9/5/2014,167,UnitedStates,Cases,0,0
9/5/2014,167,UnitedStates,Deaths,0,0
9/5/2014,167,Spain,Cases,0,0
9/5/2014,167,Spain,Deaths,0,0
9/5/2014,167,Mali,Cases,0,0
9/5/2014,167,Mali,Deaths,0,0
9/7/2014,169,Guinea,Cases,49,861
9/7/2014,169,Guinea,Deaths,40,557
9/7/2014,169,Liberia,Cases,210,2081
9/7/2014,169,Liberia,Deaths,48,1137
9/7/2014,169,SierraLeone,Cases,163,1424
9/7/2014,169,SierraLeone,Deaths,33,524
9/7/2014,169,Nigeria,Cases,0,22
9/7/2014,169,Nigeria,Deaths,0,8
9/7/2014,169,Senegal,Cases,2,3
9/7/2014,169,Senegal,Deaths,0,0
9/7/2014,169,UnitedStates,Cases,0,0
9/7/2014,169,UnitedStates,Deaths,0,0
9/7/2014,169,Spain,Cases,0,0
9/7/2014,169,Spain,Deaths,0,0
9/7/2014,169,Mali,Cases,0,0
9/7/2014,169,Mali,Deaths,0,0
9/9/2014,171,Guinea,Cases,0,861
9/9/2014,171,Guinea,Deaths,0,557
9/9/2014,171,Liberia,Cases,326,2407
9/9/2014,171,Liberia,Deaths,0,1137
9/9/2014,171,SierraLeone,Cases,0,1424
9/9/2014,171,SierraLeone,Deaths,0,524
9/9/2014,171,Nigeria,Cases,0,22
9/9/2014,171,Nigeria,Deaths,0,8
9/9/2014,171,Senegal,Cases,0,3
9/9/2014,171,Senegal,Deaths,0,0
9/9/2014,171,UnitedStates,Cases,0,0
9/9/2014,171,UnitedStates,Deaths,0,0
9/9/2014,171,Spain,Cases,0,0
9/9/2014,171,Spain,Deaths,0,0
9/9/2014,171,Mali,Cases,0,0
9/9/2014,171,Mali,Deaths,0,0
9/10/2014,172,Guinea,Cases,38,899
9/10/2014,172,Guinea,Deaths,11,568
9/10/2014,172,Liberia,Cases,0,2407
9/10/2014,172,Liberia,Deaths,0,1137
9/10/2014,172,SierraLeone,Cases,54,1478
9/10/2014,172,SierraLeone,Deaths,12,536
9/10/2014,172,Nigeria,Cases,0,22
9/10/2014,172,Nigeria,Deaths,0,8
9/10/2014,172,Senegal,Cases,0,3
9/10/2014,172,Senegal,Deaths,0,0
9/10/2014,172,UnitedStates,Cases,0,0
9/10/2014,172,UnitedStates,Deaths,0,0
9/10/2014,172,Spain,Cases,0,0
9/10/2014,172,Spain,Deaths,0,0
9/10/2014,172,Mali,Cases,0,0
9/10/2014,172,Mali,Deaths,0,0
9/13/2014,175,Guinea,Cases,37,936
9/13/2014,175,Guinea,Deaths,27,595
9/13/2014,175,Liberia,Cases,0,2407
9/13/2014,175,Liberia,Deaths,159,1296
9/13/2014,175,SierraLeone,Cases,142,1620
9/13/2014,175,SierraLeone,Deaths,26,562
9/13/2014,175,Nigeria,Cases,0,22
9/13/2014,175,Nigeria,Deaths,0,8
9/13/2014,175,Senegal,Cases,0,3
9/13/2014,175,Senegal,Deaths,0,0
9/13/2014,175,UnitedStates,Cases,0,0
9/13/2014,175,UnitedStates,Deaths,0,0
9/13/2014,175,Spain,Cases,0,0
9/13/2014,175,Spain,Deaths,0,0
9/13/2014,175,Mali,Cases,0,0
9/13/2014,175,Mali,Deaths,0,0
9/14/2014,176,Guinea,Cases,6,942
9/14/2014,176,Guinea,Deaths,6,601
9/14/2014,176,Liberia,Cases,303,2710
9/14/2014,176,Liberia,Deaths,163,1459
9/14/2014,176,SierraLeone,Cases,53,1673
9/14/2014,176,SierraLeone,Deaths,0,562
9/14/2014,176,Nigeria,Cases,0,22
9/14/2014,176,Nigeria,Deaths,0,8
9/14/2014,176,Senegal,Cases,0,3
9/14/2014,176,Senegal,Deaths,0,0
9/14/2014,176,UnitedStates,Cases,0,0
9/14/2014,176,UnitedStates,Deaths,0,0
9/14/2014,176,Spain,Cases,0,0
9/14/2014,176,Spain,Deaths,0,0
9/14/2014,176,Mali,Cases,0,0
9/14/2014,176,Mali,Deaths,0,0
9/17/2014,179,Guinea,Cases,0,942
9/17/2014,179,Guinea,Deaths,0,601
9/17/2014,179,Liberia,Cases,312,3022
9/17/2014,179,Liberia,Deaths,119,1578
9/17/2014,179,SierraLeone,Cases,0,1673
9/17/2014,179,SierraLeone,Deaths,0,562
9/17/2014,179,Nigeria,Cases,0,22
9/17/2014,179,Nigeria,Deaths,0,8
9/17/2014,179,Senegal,Cases,0,3
9/17/2014,179,Senegal,Deaths,0,0
9/17/2014,179,UnitedStates,Cases,0,0
9/17/2014,179,UnitedStates,Deaths,0,0
9/17/2014,179,Spain,Cases,0,0
9/17/2014,179,Spain,Deaths,0,0
9/17/2014,179,Mali,Cases,0,0
9/17/2014,179,Mali,Deaths,0,0
9/19/2014,181,Guinea,Cases,66,1008
9/19/2014,181,Guinea,Deaths,31,632
9/19/2014,181,Liberia,Cases,0,3022
9/19/2014,181,Liberia,Deaths,0,1578
9/19/2014,181,SierraLeone,Cases,0,1673
9/19/2014,181,SierraLeone,Deaths,0,562
9/19/2014,181,Nigeria,Cases,0,22
9/19/2014,181,Nigeria,Deaths,0,8
9/19/2014,181,Senegal,Cases,0,3
9/19/2014,181,Senegal,Deaths,0,0
9/19/2014,181,UnitedStates,Cases,0,0
9/19/2014,181,UnitedStates,Deaths,0,0
9/19/2014,181,Spain,Cases,0,0
9/19/2014,181,Spain,Deaths,0,0
9/19/2014,181,Mali,Cases,0,0
9/19/2014,181,Mali,Deaths,0,0
9/20/2014,182,Guinea,Cases,0,1008
9/20/2014,182,Guinea,Deaths,0,632
9/20/2014,182,Liberia,Cases,0,3022
9/20/2014,182,Liberia,Deaths,0,1578
9/20/2014,182,SierraLeone,Cases,140,1813
9/20/2014,182,SierraLeone,Deaths,31,593
9/20/2014,182,Nigeria,Cases,0,22
9/20/2014,182,Nigeria,Deaths,0,8
9/20/2014,182,Senegal,Cases,0,3
9/20/2014,182,Senegal,Deaths,0,0
9/20/2014,182,UnitedStates,Cases,0,0
9/20/2014,182,UnitedStates,Deaths,0,0
9/20/2014,182,Spain,Cases,0,0
9/20/2014,182,Spain,Deaths,0,0
9/20/2014,182,Mali,Cases,0,0
9/20/2014,182,Mali,Deaths,0,0
9/21/2014,183,Guinea,Cases,14,1022
9/21/2014,183,Guinea,Deaths,3,635
9/21/2014,183,Liberia,Cases,258,3280
9/21/2014,183,Liberia,Deaths,99,1677
9/21/2014,183,SierraLeone,Cases,127,1940
9/21/2014,183,SierraLeone,Deaths,4,597
9/21/2014,183,Nigeria,Cases,0,22
9/21/2014,183,Nigeria,Deaths,0,8
9/21/2014,183,Senegal,Cases,0,3
9/21/2014,183,Senegal,Deaths,0,0
9/21/2014,183,UnitedStates,Cases,0,0
9/21/2014,183,UnitedStates,Deaths,0,0
9/21/2014,183,Spain,Cases,0,0
9/21/2014,183,Spain,Deaths,0,0
9/21/2014,183,Mali,Cases,0,0
9/21/2014,183,Mali,Deaths,0,0
9/23/2014,185,Guinea,Cases,52,1074
9/23/2014,185,Guinea,Deaths,13,648
9/23/2014,185,Liberia,Cases,178,3458
9/23/2014,185,Liberia,Deaths,153,1830
9/23/2014,185,SierraLeone,Cases,81,2021
9/23/2014,185,SierraLeone,Deaths,8,605
9/23/2014,185,Nigeria,Cases,0,22
9/23/2014,185,Nigeria,Deaths,0,8
9/23/2014,185,Senegal,Cases,0,3
9/23/2014,185,Senegal,Deaths,0,0
9/23/2014,185,UnitedStates,Cases,0,0
9/23/2014,185,UnitedStates,Deaths,0,0
9/23/2014,185,Spain,Cases,0,0
9/23/2014,185,Spain,Deaths,0,0
9/23/2014,185,Mali,Cases,0,0
9/23/2014,185,Mali,Deaths,0,0
9/28/2014,190,Guinea,Cases,83,1157
9/28/2014,190,Guinea,Deaths,62,710
9/28/2014,190,Liberia,Cases,238,3696
9/28/2014,190,Liberia,Deaths,168,1998
9/28/2014,190,SierraLeone,Cases,283,2304
9/28/2014,190,SierraLeone,Deaths,17,622
9/28/2014,190,Nigeria,Cases,0,22
9/28/2014,190,Nigeria,Deaths,0,8
9/28/2014,190,Senegal,Cases,0,3
9/28/2014,190,Senegal,Deaths,0,0
9/28/2014,190,UnitedStates,Cases,0,0
9/28/2014,190,UnitedStates,Deaths,0,0
9/28/2014,190,Spain,Cases,0,0
9/28/2014,190,Spain,Deaths,0,0
9/28/2014,190,Mali,Cases,0,0
9/28/2014,190,Mali,Deaths,0,0
10/1/2014,193,Guinea,Cases,42,1199
10/1/2014,193,Guinea,Deaths,29,739
10/1/2014,193,Liberia,Cases,138,3834
